"","inside_or_outside","gender","age","education","origin","destination","companions","trip_purpose","mode_security","point_security","importance_safety","most_safe","least_safe","bus_or_ped","base_study_zone","busdestination","total_seats","haversine","urban_typology","total_passenger_count","total_female_count","empty_seats","hour_sin","hour_cos","week_day","latitude","longitude"
"757","Fuera CETRAM","male","45-64","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","4",4,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",7.99554519727826,"5",4,3,11,-0.965926,0.258819,"1",19.55693,-99.25218
"107","Dentro CETRAM","female","45-64","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",21.2102825961171,"0",0,0,0,-1.000000,-0.000000,"6",19.44199,-99.20441
"394","Fuera CETRAM","male","25-44","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","3",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",0.0747537085153271,"1",0,0,0,-0.866025,-0.500000,"6",19.50485,-99.20058
"771","Fuera CETRAM","male","25-44","Preparatoria","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Trabajo","1",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",3.79857082417645,"6",23,9,12,-0.965926,-0.258819,"2",19.53133,-99.2224
"231","Dentro CETRAM","female","45-64","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Recreacion","1",1,"5","Taxi","Peseros","Bus","El Rosario","El Rosario","35",0.830417029487273,"4",0,0,0,-1.000000,-0.000000,"7",19.50573,-99.20779
"539","Fuera CETRAM","male","0-17","Preparatoria","Tecamec","Ecatepec de Morelos","3 to 4","Estudio","4",4,"5","Peseros","Peseros","Van","Azteca","Mexipuerto","15",11.5680491784472,"2",11,4,4,-0.258819,-0.965926,"3",19.63774,-99.04156
"405","Fuera CETRAM","male","0-17","Preparatoria","Tecamec","Ecatepec de Morelos","None","Otro","4",4,"5","Metro","Taxi","Van","Azteca","Mexipuerto","15",8.80317588412639,"6",0,0,0,-0.500000,-0.866025,"4",19.61349,-99.03393
"549","Dentro CETRAM","female","25-44","Licenciatura","Ecatepec de Morelos","Atizapan de Zaragoza","None","Trabajo","1",1,"5","BRT","Peseros","Van","El Rosario","Mexico Nueva","15",7.91253986098529,"5",10,6,5,-0.258819,-0.965926,"3",19.55795,-99.24981
"767","Fuera CETRAM","male","18-24","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","3",3,"5","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",0.346931213563102,"3",28,6,12,0.000000,-1.000000,"3",19.50338,-99.20307
"369","Fuera CETRAM","male","18-24","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Estudio","3",3,"5","BRT","Trolebus","Bus","El Rosario","El Rosario","35",0.0941704824349762,"1",0,0,0,-0.965926,0.258819,"7",19.50503,-99.20067
"560","Dentro CETRAM","male","18-24","Licenciatura","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","2",3,"5","Taxi","Peseros","Van","El Rosario","El Rosario","15",6.33153185498573,"6",10,4,5,-1.000000,-0.000000,"6",19.55021,-99.23599
"393","Dentro CETRAM","male","0-17","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Recreacion","3",3,"3","Metro","Peseros","Van","Azteca","Mexipuerto","15",1.43773639605449,"5",0,0,0,-0.965926,0.258819,"4",19.54302,-99.03786
"417","Dentro CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Tecamec","3 to 4","Otro","4",5,"5","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",2.33707952994153,"9",0,0,0,-0.866025,-0.500000,"7",19.55073,-99.04173
"533","Dentro CETRAM","male","25-44","Secundaria","Iztapalapa","Tecamec","None","Trabajo","4",4,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",0.865806558774772,"9",11,6,4,-0.965926,-0.258819,"3",19.54062,-99.03267
"701","Fuera CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Azcapotzalco","None","Recreacion","3",5,"3","Trolebus","Peseros","Bus","El Rosario","El Rosario","35",0.59264489036449,"2",30,13,10,-0.500000,-0.866025,"2",19.50982,-99.19988
"133","Fuera CETRAM","female","18-24","Preparatoria","Azcapotzalco","Azcapotzalco","None","Estudio","4",4,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",0.0905734418385639,"1",0,0,0,-0.965926,0.258819,"7",19.50499,-99.20066
"945","Fuera CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","3",4,"5","Taxi","Metro","Bus","El Rosario","Mexico Nueva","35",7.13212422154234,"6",10,4,25,-0.965926,-0.258819,"3",19.55478,-99.24222
"413","Fuera CETRAM","male","18-24","Licenciatura","Benito Juarez","Tlalnepantla de Baz","None","Estudio","3",4,"5","BRT","Peseros","Bus","El Rosario","El Rosario","35",0.112622906889004,"1",0,0,0,-0.500000,-0.866025,"2",19.5049,-99.20096
"370","Dentro CETRAM","male","18-24","Preparatoria","Tecamec","Atizapan de Zaragoza","None","Trabajo","3",1,"5","BRT","Peseros","Van","El Rosario","Mexico Nueva","15",0.102159713530856,"1",0,0,0,-0.866025,-0.500000,"3",19.50488,-99.20086
"883","Fuera CETRAM","male","25-44","Secundaria","Azcapotzalco","Azcapotzalco","None","Trabajo","1",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",1.72605737732479,"6",17,5,18,-0.707107,-0.707107,"6",19.51355,-99.21335
"670","Fuera CETRAM","female","18-24","Licenciatura","Tlalnepantla de Baz","Tlalnepantla de Baz","1 to 2","Trabajo","3",2,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",1.72670650375263,"6",21,12,9,-0.965926,-0.258819,"4",19.51356,-99.21335
"805","Fuera CETRAM","female","25-44","Licenciatura","Tlalnepantla de Baz","Azcapotzalco","None","Trabajo","3",3,"5","BRT","Metro","Bus","El Rosario","El Rosario","35",5.79563310217675,"6",27,11,13,-0.500000,-0.866025,"2",19.54572,-99.23381
"593","Dentro CETRAM","male","45-64","Primaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","3",3,"5","Peseros","Peseros","Van","El Rosario","El Rosario","15",6.86288928255226,"6",9,5,6,-1.000000,-0.000000,"6",19.55244,-99.24121
"57","Fuera CETRAM","female","18-24","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Recreacion","3",3,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",0.0911389907127043,"1",0,0,0,-0.965926,0.258819,"7",19.50501,-99.20065
"505","Dentro CETRAM","female","25-44","Secundaria","Atizapan de Zaragoza","Nicolas Romero","None","Otro","4",2,"5","Metro","Taxi","Van","El Rosario","Mexico Nueva","15",7.59616304751285,"5",11,5,4,-0.965926,-0.258819,"1",19.55705,-99.24628
"263","Fuera CETRAM","male","18-24","Licenciatura","Tlalnepantla de Baz","Azcapotzalco","None","Trabajo","1",1,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",0.764640905430787,"2",0,0,0,-0.500000,-0.866025,"7",19.50011,-99.2056
"829","Fuera CETRAM","female","18-24","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Trabajo","1",1,"5","BRT","Peseros","Bus","El Rosario","El Rosario","35",0.486782261690335,"3",26,9,14,-0.500000,-0.866025,"3",19.50328,-99.20444
"155","Fuera CETRAM","female","0-17","Primaria","Iztapalapa","Temamatla","1 to 2","Otro","3",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",8.52751211468286,"6",0,0,0,-0.258819,-0.965926,"2",19.61062,-99.03785
"15","Fuera CETRAM","female","45-64","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","1 to 2","Trabajo","2",3,"5","Trolebus","Peseros","Bus","El Rosario","Mexico Nueva","35",1.5046392550553,"2",0,0,0,-0.500000,-0.866025,"5",19.51465,-99.20946
"276","Fuera CETRAM","male","0-17","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","1",2,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",7.0800199667864,"5",0,0,0,-0.500000,-0.866025,"3",19.59765,-99.03656
"607","Fuera CETRAM","male","18-24","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","None","Estudio","3",3,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",5.26157595233552,"6",23,9,7,-0.866025,-0.500000,"2",19.54122,-99.23163
"953","Fuera CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Otro","1",1,"3","BRT","Metro","Bus","El Rosario","Mexico Nueva","35",1.4934044288991,"2",17,0,28,-0.258819,-0.965926,"4",19.51468,-99.20926
"826","Fuera CETRAM","male","0-17","Secundaria","Ecatepec de Morelos","Tecamec","None","Otro","4",2,"5","Peseros","Taxi","Van","Azteca","Heroes Tecamec","15",0.897590773301229,"0",2,1,13,-0.866025,-0.500000,"3",19.53963,-99.03415
"371","Fuera CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Tecamec","None","Trabajo","3",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",9.91326522276461,"6",0,0,0,-0.258819,-0.965926,"3",19.62238,-99.04375
"336","Fuera CETRAM","male","25-44","Preparatoria","Cuauhtemoc","Atizapan de Zaragoza","None","Trabajo","3",5,"5","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",0.0993683294324635,"1",0,0,0,0.000000,-1.000000,"2",19.50521,-99.20054
"793","Dentro CETRAM","male","25-44","Licenciatura","Atizapan de Zaragoza","Tlalnepantla de Baz","None","Trabajo","3",4,"4","Taxi","Metro","Van","El Rosario","Mexico Nueva","15",8.58441403395557,"2",3,0,12,-0.258819,-0.965926,"3",19.5614,-99.25533
"896","Fuera CETRAM","male","45-64","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","3",3,"5","Taxi","Peseros","Bus","El Rosario","El Rosario","35",0.0825128108513757,"1",12,3,18,-0.965926,0.258819,"1",19.50486,-99.20066
"738","Fuera CETRAM","female","25-44","Preparatoria","Atizapan de Zaragoza","Tlalnepantla de Baz","1 to 2","Recreacion","4",3,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",8.70723197865625,"5",4,3,11,-0.965926,0.258819,"1",19.55358,-99.26471
"377","Dentro CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Otro","4",2,"5","BRT","Taxi","Van","Azteca","Mexipuerto","15",3.68338224474874,"5",0,0,0,-0.707107,-0.707107,"4",19.56209,-99.04703
"428","Dentro CETRAM","male","45-64","Secundaria","Otro","Otro","None","Trabajo","4",5,"5","Trolebus","Peseros","Van","El Rosario","Mexico Nueva","15",1.15400047483061,"4",0,0,0,-0.866025,-0.500000,"4",19.50916,-99.20981
"161","Dentro CETRAM","female","45-64","Primaria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","2",1,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",0.0907487276842114,"1",0,0,0,-0.965926,-0.258819,"3",19.50494,-99.2007
"163","Fuera CETRAM","female","25-44","Preparatoria","Tecamec","Ecatepec de Morelos","1 to 2","Otro","2",5,"5","Peseros","Taxi","Van","Azteca","Mexipuerto","15",9.02881875952734,"5",0,0,0,-0.258819,-0.965926,"6",19.61317,-99.04905
"281","Fuera CETRAM","male","45-64","Secundaria","Ecatepec de Morelos","Tecamec","None","Otro","1",2,"5","Trolebus","BRT","Van","Azteca","Heroes Tecamec","15",8.80317588412639,"6",0,0,0,-0.258819,-0.965926,"4",19.61349,-99.03393
"166","Fuera CETRAM","female","45-64","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","3 to 4","Trabajo","3",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",2.61790993940653,"7",0,0,0,-1.000000,-0.000000,"2",19.54345,-99.05062
"307","Dentro CETRAM","male","45-64","Secundaria","Ecatepec de Morelos","Tecamec","1 to 2","Recreacion","1",2,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",0.754862453998511,"9",0,0,0,-0.707107,-0.707107,"1",19.53987,-99.03197
"431","Fuera CETRAM","male","18-24","Licenciatura","Azcapotzalco","Atizapan de Zaragoza","1 to 2","Trabajo","3",3,"5","Peseros","Metro","Van","Azteca","Mexipuerto","15",20.8979639202748,"6",0,0,0,-0.965926,-0.258819,"5",19.52388,-99.22658
"353","Dentro CETRAM","male","18-24","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Otro","3",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",2.69441552576054,"7",0,0,0,-0.707107,-0.707107,"5",19.55016,-99.04716
"570","Fuera CETRAM","male","18-24","Preparatoria","Alvaro Obregon","Nicolas Romero","None","Trabajo","3",4,"4","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",4.04180414220668,"2",24,9,6,-0.866025,-0.500000,"2",19.53202,-99.22516
"334","Fuera CETRAM","male","25-44","Primaria","Atizapan de Zaragoza","Otro","None","Trabajo","3",1,"5","Peseros","Peseros","Bus","El Rosario","El Rosario","35",6.42712164385638,"6",0,0,0,-0.965926,-0.258819,"4",19.54922,-99.23882
"937","Fuera CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","3",2,"4","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",7.92511872956474,"5",7,4,23,-0.965926,-0.258819,"2",19.55815,-99.24975
"71","Dentro CETRAM","female","45-64","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","2",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",1.64874263797048,"9",0,0,0,-1.000000,-0.000000,"6",19.54421,-99.03943
"669","Fuera CETRAM","female","25-44","Licenciatura","Azcapotzalco","Atizapan de Zaragoza","None","Compra","3",4,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",2.05136769472467,"5",21,8,9,-0.866025,-0.500000,"2",19.5169,-99.21446
"842","Dentro CETRAM","female","25-44","Secundaria","Tlalnepantla de Baz","Tlalnepantla de Baz","None","Trabajo","5",4,"4","Taxi","Peseros","Van","El Rosario","El Rosario","15",8.63297858280407,"5",1,1,14,-0.500000,-0.866025,"2",19.55367,-99.26372
"203","Fuera CETRAM","female","25-44","Licenciatura","Ecatepec de Morelos","Tecamec","1 to 2","Trabajo","3",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",1.24814528390558,"9",0,0,0,-0.965926,-0.258819,"5",19.54219,-99.03622
"35","Dentro CETRAM","female","18-24","Preparatoria","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Otro","3",3,"5","Taxi","Trolebus","Van","El Rosario","Mexico Nueva","15",2.452886447138,"2",15,2,0,-0.866025,-0.500000,"7",19.51426,-99.22096
"36","Dentro CETRAM","female","18-24","Preparatoria","Ecatepec de Morelos","Tecamec","1 to 2","Compra","1",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",7.94596866083909,"6",15,9,0,-0.965926,-0.258819,"3",19.60563,-99.03534
"101","Dentro CETRAM","female","25-44","Preparatoria","Ecatepec de Morelos","Tecamec","3 to 4","Recreacion","1",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",0.369992422231147,"2",0,0,0,-0.707107,-0.707107,"1",19.53598,-99.0243
"621","Dentro CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Compra","2",4,"5","BRT","Peseros","Van","El Rosario","Mexico Nueva","15",10.7458634699669,"9",8,5,7,-0.258819,-0.965926,"4",19.58023,-99.26367
"739","Dentro CETRAM","female","25-44","Licenciatura","Tecamec","Tecamec","None","Estudio","3",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",10.6966958136155,"2",4,2,11,-0.965926,-0.258819,"2",19.63033,-99.01794
"241","Dentro CETRAM","female","18-24","Preparatoria","Tecamec","Ecatepec de Morelos","Mas","Otro","3",3,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",11.0374195835634,"2",0,0,0,-0.258819,-0.965926,"3",19.63381,-99.02634
"878","Fuera CETRAM","female","25-44","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","2",3,"5","BRT","Taxi","Bus","El Rosario","Mexico Nueva","35",1.9966473334271,"6",17,10,18,-0.258819,-0.965926,"6",19.52001,-99.20956
"255","Fuera CETRAM","female","45-64","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","1",3,"3","Taxi","Peseros","Van","El Rosario","El Rosario","15",5.29780786866939,"6",0,0,0,-0.258819,-0.965926,"4",19.54141,-99.23193
"102","Fuera CETRAM","female","0-17","Secundaria","Iztacalco","Atizapan de Zaragoza","1 to 2","Recreacion","1",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",6.07159002464916,"6",0,0,0,-0.965926,-0.258819,"7",19.54736,-99.23586
"499","Dentro CETRAM","female","25-44","Licenciatura","Gustavo A. Madero","Nicolas Romero","None","Trabajo","1",2,"5","BRT","Taxi","Van","El Rosario","Mexico Nueva","15",1.70462301239902,"6",11,3,4,-0.965926,-0.258819,"6",19.51339,-99.21322
"306","Fuera CETRAM","male","25-44","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","3",1,"5","Taxi","Metro","Van","Azteca","Mexipuerto","15",6.36359658679666,"5",0,0,0,-0.500000,-0.866025,"5",19.59056,-99.03998
"980","Dentro CETRAM","female","45-64","Secundaria","Atenco","Atenco","3 to 4","Compra","3",3,"3","BRT","Metro","Bus","El Rosario","Texcoco","35",18.4945308655575,"0",0,0,0,0.965926,-0.258819,"4",19.33883,-99.18423
"152","Fuera CETRAM","female","45-64","Secundaria","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Recreacion","3",3,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",4.90528756175357,"2",0,0,0,-0.500000,-0.866025,"7",19.53913,-99.22896
"134","Fuera CETRAM","female","18-24","Licenciatura","Otro","Ecatepec de Morelos","None","Trabajo","1",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",6.8680255479011,"2",0,0,0,-0.500000,-0.866025,"2",19.59526,-99.03958
"886","Fuera CETRAM","male","25-44","Licenciatura","Atizapan de Zaragoza","Naucalpan de Juarez","None","Trabajo","4",4,"5","Trolebus","Peseros","Bus","El Rosario","Mexico Nueva","35",1.79797537631081,"6",17,6,18,-1.000000,-0.000000,"5",19.51608,-99.21194
"918","Fuera CETRAM","male","25-44","Secundaria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","2",5,"5","Taxi","BRT","Bus","El Rosario","El Rosario","35",0.486782261690335,"3",19,8,21,-0.500000,-0.866025,"3",19.50328,-99.20444
"882","Fuera CETRAM","male","0-17","Secundaria","Azcapotzalco","Tlalnepantla de Baz","1 to 2","Recreacion","4",4,"5","Taxi","Peseros","Bus","El Rosario","El Rosario","35",3.79857082417645,"6",17,5,18,-1.000000,-0.000000,"2",19.53133,-99.2224
"151","Dentro CETRAM","female","18-24","Licenciatura","Otro","Tecamec","None","Estudio","2",4,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",0.0652301647585678,"1",0,0,0,0.000000,-1.000000,"5",19.53404,-99.02719
"197","Fuera CETRAM","female","45-64","Preparatoria","Tecamec","Ecatepec de Morelos","None","Trabajo","5",4,"5","Metro","Taxi","Van","Azteca","Mexipuerto","15",8.82213079677932,"6",0,0,0,-0.258819,-0.965926,"6",19.61365,-99.03408
"946","Fuera CETRAM","female","45-64","Secundaria","Atizapan de Zaragoza","Tlalnepantla de Baz","None","Compra","3",3,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",5.50028552043914,"6",5,4,25,-0.965926,-0.258819,"2",19.54248,-99.23359
"717","Dentro CETRAM","male","25-44","Maestria y Doctorado","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",1.95661723559975,"9",5,3,10,-0.866025,-0.500000,"2",19.54493,-99.04257
"183","Dentro CETRAM","female","45-64","Preparatoria","Atizapan de Zaragoza","Tultitlan","None","Recreacion","3",3,"5","BRT","Peseros","Bus","El Rosario","El Rosario","35",5.64864779320108,"6",0,0,0,-1.000000,-0.000000,"7",19.5449,-99.23264
"516","Dentro CETRAM","female","25-44","Preparatoria","Ecatepec de Morelos","Tecamec","None","Otro","4",2,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",0.294005856304985,"2",11,6,4,-0.258819,-0.965926,"2",19.53655,-99.02565
"488","Dentro CETRAM","male","0-17","Preparatoria","Ecatepec de Morelos","Tecamec","None","Recreacion","3",4,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",28.0421173695915,"0",12,6,3,-0.866025,-0.500000,"7",19.33167,-99.18633
"296","Fuera CETRAM","male","25-44","Preparatoria","Cuauhtemoc","Azcapotzalco","None","Trabajo","3",4,"5","BRT","Peseros","Bus","El Rosario","El Rosario","35",0.0896280918113827,"1",0,0,0,-0.258819,-0.965926,"2",19.50489,-99.20072
"459","Dentro CETRAM","male","18-24","Secundaria","Atizapan de Zaragoza","Nicolas Romero","1 to 2","Otro","4",4,"4","Peseros","Peseros","Van","El Rosario","Mexico Nueva","15",6.95317995097332,"0",13,4,2,-1.000000,-0.000000,"7",19.4421,-99.20442
"609","Fuera CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","3 to 4","Trabajo","5",1,"5","Taxi","BRT","Van","El Rosario","Mexico Nueva","15",3.52440320128431,"6",8,6,7,0.000000,-1.000000,"5",19.52515,-99.22548
"893","Fuera CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","2",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",7.99575213783649,"5",12,7,18,-0.965926,-0.258819,"3",19.5571,-99.25199
"279","Dentro CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Tecamec","3 to 4","Recreacion","1",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",0.216185647603669,"6",0,0,0,-0.707107,-0.707107,"1",19.53635,-99.0267
"418","Dentro CETRAM","male","18-24","Licenciatura","Tlalnepantla de Baz","Gustavo A. Madero","None","Recreacion","4",5,"5","Metro","Trolebus","Van","El Rosario","El Rosario","15",0.0955633538194121,"1",0,0,0,-1.000000,-0.000000,"3",19.50488,-99.20079
